Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Rodrigo Palacio,BOL,SERI,F,36,2504,28,8,13,5,0,0,5,5,1,4,1,54,23,7,72,10,39,7,34,0,0,13,6,39,72,704,887,10,35,85,35,153,0,0,44,20,5,10,3,0,0,1,46,0,1424,161,333,192,514,1,84,0,421,18,0,0,0,0,0,0,1,0,31,0,0,0,53,1,0,0,0,0,0,0,0,28,28,0,22,1,0,35,11,3,69
Sergio Canales,BET,LIGA,M,31,2503,28,3,8,4,0,0,8,6,0,1,5,47,13,13,104,37,59,13,40,13,0,16,9,15,21,1446,1655,18,8,158,32,77,0,0,20,10,7,27,3,1,0,0,26,0,2061,66,501,93,924,0,153,0,364,86,3,2,0,1,9,2,47,36,13,5,1,0,30,7,0,0,0,0,0,0,0,5,5,0,125,1,0,2,4,4,43
Leander Dendoncker,WOL,EPL,M,33,2500,28,5,3,4,0,0,1,0,0,0,0,31,8,27,8,3,17,0,17,0,15,54,29,31,12,1028,1203,3,85,136,7,158,0,2,25,6,1,6,2,0,0,0,11,1,1528,62,173,137,450,4,15,0,227,99,0,0,0,0,0,0,0,0,1,0,0,0,33,10,0,0,0,0,0,0,0,48,48,0,44,0,0,4,5,1,13
Jeremy Morel,FCL,FRAN,D,28,2494,28,0,1,1,0,0,0,0,0,0,0,6,1,44,5,2,7,0,6,1,11,31,19,19,16,1006,1215,2,44,148,5,94,0,1,6,1,0,0,0,0,0,0,10,0,1551,9,70,89,302,5,18,0,243,144,0,0,0,0,0,0,0,0,2,0,0,0,52,4,0,0,0,0,0,0,0,76,76,0,73,0,0,0,0,0,11
Angelo Ogbonna,WHU,EPL,D,28,2493,28,0,1,5,0,0,3,0,0,0,0,13,4,30,3,1,4,1,4,0,11,26,13,28,9,828,1018,1,63,125,3,101,0,0,13,4,3,0,0,0,0,0,5,0,1296,34,45,87,213,3,4,0,202,117,0,0,0,0,0,0,0,0,2,0,0,0,34,8,0,0,0,0,0,0,0,116,116,0,50,0,0,1,0,3,4
Domenico Berardi,SAS,SERI,F/M,30,2485,28,2,10,4,0,0,17,7,0,6,1,113,41,26,117,31,58,10,40,11,1,42,22,43,59,951,1182,15,12,136,30,143,0,0,54,23,13,59,18,4,1,0,31,0,1805,128,425,180,726,3,224,0,446,26,8,7,0,1,22,6,58,46,26,10,2,1,37,4,0,0,0,0,0,0,0,31,31,0,61,5,0,2,10,10,63
Kieran Trippier,ATM,LIGA,D,28,2477,28,0,2,0,0,0,0,6,1,6,0,3,1,40,105,34,34,7,17,11,4,61,39,30,15,1183,1490,15,41,146,19,135,0,1,1,0,0,2,1,0,0,0,7,0,2121,18,378,92,698,11,203,0,450,88,0,0,0,0,9,5,37,30,18,1,1,0,13,16,0,0,0,0,0,0,0,47,47,0,66,3,0,6,0,0,25
Jonny Evans,LEI,EPL,D,28,2476,28,0,3,7,0,0,2,2,0,2,0,8,3,46,0,0,10,1,8,0,3,25,12,18,12,1590,1850,0,93,190,8,137,0,1,8,3,2,0,0,0,0,0,4,1,2101,19,115,64,430,2,10,0,272,208,0,0,0,0,0,0,0,0,3,0,0,0,31,10,0,0,0,0,0,0,0,96,96,0,109,0,0,1,2,2,9
Kevin Bonifazi,UDI,SERI,D,30,2472,28,2,6,4,0,0,0,0,0,0,0,17,1,50,4,1,2,0,1,1,20,32,21,26,14,1197,1348,1,41,164,13,100,0,1,13,1,0,4,0,0,0,0,3,0,1668,23,95,70,315,3,18,0,185,142,0,0,0,0,0,0,0,0,2,0,0,0,44,3,0,0,0,0,2,0,0,82,82,0,63,0,1,0,1,0,16
Franck Honorat,BRE,FRAN,F/M,36,2467,28,8,19,3,0,0,8,5,0,3,2,41,24,11,185,60,64,14,46,13,3,28,13,37,14,600,830,39,22,124,25,89,0,0,24,17,5,17,7,3,0,0,27,0,1370,87,269,147,483,6,199,0,478,31,0,0,0,0,18,7,53,42,33,1,0,0,45,1,0,0,0,0,1,0,0,18,18,0,29,5,0,3,3,3,60
Robert Lewandowski,FCB,BUND,F,29,2463,28,1,6,4,0,0,41,7,0,7,0,137,68,3,29,6,32,9,25,0,1,15,9,41,29,510,661,6,48,65,22,110,0,0,115,62,38,22,6,3,0,0,44,0,1095,220,237,171,377,0,62,0,316,19,9,8,0,1,0,0,0,0,27,5,2,0,37,3,0,0,0,0,0,0,0,11,11,0,15,1,0,21,25,29,43
Sofyan Amrabat,FIO,SERI,M,31,2444,28,3,7,7,0,0,0,0,0,0,0,10,3,23,16,4,13,0,13,0,5,39,22,59,44,1202,1354,4,18,188,47,148,0,0,5,2,0,5,1,0,0,0,48,0,1745,12,274,185,661,0,29,0,274,119,0,0,0,0,0,0,0,0,8,0,0,0,44,5,0,0,0,0,0,0,0,12,12,0,114,0,0,0,0,0,71
Damian Suarez,GET,LIGA,D,31,2436,28,3,8,12,1,1,1,0,0,0,0,10,2,31,91,20,19,0,14,5,2,59,39,53,38,591,933,16,35,155,22,154,0,0,1,0,0,9,2,1,0,0,14,0,1696,11,224,162,420,7,144,0,545,145,0,0,0,0,10,3,6,4,12,2,0,0,31,8,0,0,0,0,1,0,0,35,35,0,85,0,0,0,0,0,39
Miguel Almiron,NEW,EPL,F/M,34,2436,28,6,16,3,0,0,4,1,0,1,0,33,15,25,39,8,31,4,30,0,4,49,29,18,39,697,850,8,8,163,39,135,1,0,19,8,3,14,7,1,0,0,34,0,1289,42,266,144,459,2,60,2,308,34,0,0,0,0,1,0,5,0,19,1,0,0,48,2,0,0,0,0,0,0,0,18,18,0,33,2,0,6,3,2,73
Kalvin Phillips,LEE,EPL,M,29,2429,28,1,3,10,0,0,1,2,0,2,0,15,5,45,77,29,35,5,14,19,14,74,38,46,31,1189,1404,3,30,214,20,155,1,2,2,0,0,13,5,1,0,0,16,0,1884,7,232,144,531,4,111,0,338,119,0,0,0,0,16,6,57,49,5,3,1,1,34,8,0,0,0,0,0,0,0,49,49,0,136,2,0,0,0,0,32
Charlie Taylor,BRN,EPL,D,29,2429,28,1,3,1,0,0,0,1,0,1,0,3,2,29,105,20,12,2,11,0,19,48,28,9,34,696,990,20,39,140,25,146,0,2,1,0,0,2,2,0,0,0,9,0,1712,11,149,90,371,14,103,0,478,96,0,0,0,0,0,0,0,0,15,0,0,0,42,8,0,0,0,0,0,0,0,73,73,0,61,0,0,1,0,0,47
Pedri,BAR,LIGA,M,37,2428,28,9,22,2,0,0,3,3,0,3,0,25,9,33,11,3,39,5,34,2,1,44,27,17,42,1485,1694,2,5,142,29,120,0,0,17,6,3,8,3,0,0,1,34,0,2105,75,667,124,1103,3,84,0,332,56,0,0,0,0,0,0,27,3,11,0,0,0,26,2,0,0,0,0,0,0,0,4,4,0,61,3,0,0,6,3,41
Dimitri Payet,OM,FRAN,F/M,33,2424,28,5,14,4,0,2,7,10,1,6,4,45,18,8,191,47,66,11,34,22,2,27,17,16,46,951,1206,13,4,102,37,114,0,0,25,13,6,20,5,1,0,0,25,0,1781,79,339,100,649,0,250,0,522,46,1,0,0,1,30,13,94,92,34,8,3,0,33,0,0,0,0,0,1,0,0,10,10,0,50,2,0,1,6,4,61
Florian Sotoca,RCL,FRAN,F,33,2422,28,5,13,7,0,0,8,3,0,2,1,71,19,9,49,8,25,5,22,0,0,31,20,49,46,640,871,8,93,70,19,185,0,0,57,16,8,14,3,0,0,0,36,0,1319,136,248,225,449,1,71,0,396,29,2,2,0,0,0,0,1,0,20,0,0,0,38,3,0,0,0,0,0,0,0,23,23,0,45,1,0,10,11,4,36
Joan Jordan,SEV,LIGA,M,35,2418,28,7,19,6,1,1,1,6,0,5,1,24,4,27,50,23,38,4,28,4,3,52,28,54,42,1740,1973,13,17,170,30,141,0,0,7,1,1,17,3,0,0,0,21,0,2367,30,462,160,977,0,87,0,330,136,0,0,0,0,17,3,31,14,7,5,1,0,22,6,0,0,0,0,0,0,0,25,25,0,169,3,0,0,1,1,42
Eduardo Camavinga,REN,FRAN,M,35,2408,28,7,18,6,0,0,1,2,0,1,1,26,8,23,4,1,21,4,19,0,2,98,58,55,53,1418,1593,1,19,162,43,213,0,1,13,3,1,13,5,0,0,0,25,0,2056,35,339,161,820,0,30,0,290,115,0,0,0,0,0,0,0,0,3,0,0,0,28,4,0,0,0,0,0,0,0,15,15,0,59,1,0,0,1,0,62
David McGoldrick,SHU,EPL,F,35,2401,28,7,12,7,0,0,8,1,0,1,0,71,24,2,21,5,17,1,16,0,3,33,21,45,33,679,909,5,88,78,47,201,0,0,43,13,6,28,11,2,0,0,44,0,1421,95,305,254,526,2,59,0,424,20,0,0,0,0,0,0,0,0,21,1,0,0,37,3,0,0,0,0,0,0,0,23,23,0,24,0,0,17,6,5,81
Fidel,ELC,LIGA,F/M,30,2401,28,2,9,8,0,0,6,3,1,3,0,18,8,16,165,48,46,6,24,19,2,46,30,30,42,760,977,17,10,137,51,149,0,0,11,5,5,7,3,1,0,0,40,0,1664,56,199,166,431,1,167,0,494,63,3,2,1,0,27,6,59,51,24,3,2,0,31,5,0,0,0,0,0,0,0,13,13,0,54,0,0,5,2,4,88
Roger Ibanez,ROM,SERI,D,30,2400,28,2,5,5,1,1,0,1,0,1,0,16,4,68,5,0,13,3,12,0,17,59,37,53,30,1476,1699,0,65,194,16,170,1,2,11,2,0,5,2,0,0,0,8,1,2126,22,144,129,541,5,16,1,274,206,0,0,0,0,0,0,0,0,4,0,0,0,39,7,0,0,0,0,1,0,0,77,77,0,97,1,1,0,1,0,24
Simon Kjaer,MIL,SERI,D,28,2396,28,0,6,3,0,0,0,2,0,2,0,16,2,42,3,1,7,2,5,0,26,45,26,26,10,1300,1477,1,55,126,0,109,0,0,13,2,0,3,0,0,0,0,0,0,1807,20,90,80,347,5,17,2,196,206,0,0,0,0,0,0,0,0,0,1,0,0,29,8,0,0,0,0,0,0,0,120,120,0,117,1,1,1,1,0,0
Mateusz Klich,LEE,EPL,M,35,2395,28,7,13,6,0,0,4,5,1,5,0,36,11,11,63,12,44,3,35,4,4,38,20,46,20,1207,1467,6,15,163,13,84,0,0,16,5,3,20,6,1,0,0,22,0,1819,56,468,147,740,1,129,0,396,88,2,2,0,0,7,1,19,14,14,0,0,0,44,5,0,0,0,0,1,0,0,15,15,0,52,0,0,6,0,2,27
Moussa Diaby,LEV,BUND,M,32,2393,28,4,10,5,0,0,4,10,0,10,0,50,25,12,123,25,44,11,34,0,0,10,6,25,16,674,802,25,5,111,57,88,0,0,35,19,3,15,6,1,0,0,40,0,1326,111,214,150,449,1,110,0,407,17,0,0,0,0,0,0,1,0,31,0,0,0,30,6,0,0,0,0,0,0,0,4,4,0,22,0,0,10,1,3,117
Andoni Gorosabel,RSO,LIGA,D,32,2390,28,4,12,3,0,0,0,1,0,1,0,9,2,23,74,19,23,4,20,2,4,76,43,36,29,890,1101,17,21,134,9,135,0,0,5,2,0,4,0,0,0,0,13,0,1785,40,274,118,518,7,103,1,367,81,0,0,0,0,3,2,1,1,19,0,0,0,23,7,0,0,0,0,1,0,0,35,35,0,36,1,0,0,1,0,22
Zeki Celik,LIL,FRAN,M/D,29,2389,28,1,9,8,0,0,3,2,0,2,0,15,7,38,61,11,22,2,20,0,6,72,34,56,15,1030,1311,11,25,149,21,133,0,0,7,4,1,8,3,2,0,0,14,1,2011,48,248,147,570,13,80,0,445,130,0,0,0,0,0,0,0,0,22,0,0,0,12,11,0,0,0,0,0,0,0,39,39,0,57,0,0,2,0,0,40
Imran Louza,NAN,FRAN,M,33,2387,28,5,14,4,0,1,7,2,0,1,1,36,14,33,89,15,25,1,13,10,4,55,28,35,45,1008,1221,2,14,189,15,129,1,1,13,8,6,23,6,1,0,0,21,0,1687,27,290,147,585,3,121,0,379,86,5,5,0,0,27,4,42,42,13,4,0,0,39,5,0,0,0,0,0,0,0,12,12,0,74,1,0,2,2,5,25
Bobby Decordova-Reid,FUL,EPL,F/M,33,2382,28,5,14,7,0,0,5,2,0,2,0,34,9,21,41,5,14,2,12,0,5,31,15,38,20,590,761,5,16,102,27,94,0,0,26,8,5,8,1,0,0,1,24,0,1171,86,214,143,357,5,60,0,320,39,0,0,0,0,0,0,1,1,16,1,0,0,32,3,0,0,0,0,0,0,0,34,34,0,26,0,0,3,3,4,52
Ximo Navarro,ALA,LIGA,D,31,2379,28,3,7,6,0,0,1,1,0,0,1,13,3,47,43,12,8,1,7,0,4,54,30,33,34,599,789,12,21,129,16,123,0,3,3,2,1,10,1,0,0,1,19,0,1449,10,96,113,248,11,75,0,335,78,0,0,0,0,0,0,0,0,8,0,0,0,34,7,0,0,0,0,0,0,0,64,64,0,47,0,0,0,0,0,29
Christoph Baumgartner,TSG,BUND,M,31,2378,28,3,15,7,0,0,6,3,1,3,0,61,22,24,21,5,34,7,30,1,8,44,31,70,53,682,910,3,59,140,35,185,0,0,43,18,5,18,4,1,0,2,36,0,1488,102,231,265,407,6,64,0,427,47,0,0,0,0,1,1,2,2,14,1,0,0,46,3,0,0,0,0,0,0,0,18,18,0,33,0,0,1,4,2,72
Matty Cash,AVL,EPL,M/D,28,2378,28,0,5,6,1,1,0,2,0,2,0,9,2,60,81,22,21,2,17,2,11,71,40,35,22,763,1008,20,35,134,12,139,0,0,4,0,0,5,2,0,0,0,13,0,1729,25,182,124,409,13,99,2,401,93,0,0,0,0,5,2,0,0,11,0,0,0,35,10,0,0,0,0,2,0,0,82,82,0,57,0,0,2,0,0,18
Daichi Kamada,SGE,BUND,F/M,32,2372,28,4,22,3,0,0,5,12,0,9,3,38,11,14,96,27,55,9,24,19,1,48,28,41,30,698,895,6,16,126,33,127,0,0,24,9,5,14,2,0,2,1,41,0,1401,86,293,177,510,1,130,0,409,35,0,0,0,0,14,3,68,48,21,2,0,0,42,0,0,0,0,0,0,0,0,21,21,0,33,1,0,7,6,4,62
Juraj Kucka,PAR,SERI,M,28,2343,28,0,10,8,0,0,7,2,1,2,0,60,20,28,15,6,17,3,15,0,3,67,36,65,71,654,903,6,81,133,31,248,0,0,32,14,7,28,6,0,0,0,30,0,1404,56,184,229,394,4,42,0,374,31,4,4,0,0,0,0,0,0,10,2,1,0,50,3,0,0,0,0,0,0,0,21,21,0,31,3,0,3,4,5,59
Moses Simon,NAN,FRAN,F/M,33,2340,28,5,20,2,0,0,6,5,0,4,1,38,18,15,133,23,32,3,23,4,1,27,14,18,29,429,572,9,19,123,47,122,1,0,29,16,6,9,2,0,0,0,47,0,1132,119,183,161,328,3,131,0,426,23,1,1,0,0,13,2,46,44,31,1,0,0,34,1,0,0,0,0,0,0,0,12,12,0,10,1,0,4,7,6,95
Allan Nyom,GET,LIGA,M,31,2332,28,3,12,10,0,1,0,2,0,2,0,10,2,22,94,23,17,3,15,0,2,38,23,44,20,416,649,23,52,126,11,120,0,0,8,1,0,2,1,0,0,0,23,0,1177,35,137,133,265,10,93,0,399,51,0,0,0,0,0,0,1,0,11,0,0,0,27,8,0,0,0,0,0,0,0,32,32,0,39,0,0,1,1,0,24
Papakouli Diop,EIB,LIGA,M,33,2332,28,5,14,7,1,2,1,1,0,1,0,28,9,39,10,4,12,1,10,1,5,43,29,41,20,601,866,4,88,183,7,156,0,1,14,4,1,14,5,0,0,0,13,0,1160,26,178,155,366,1,32,0,317,63,0,0,0,0,0,0,0,0,7,0,0,0,31,6,0,0,0,0,0,0,0,33,33,0,73,1,0,2,2,1,9
Salvatore Molina,CRO,SERI,M,29,2321,28,1,10,1,0,0,1,4,0,4,0,15,5,17,71,22,24,4,18,1,8,39,22,23,39,758,939,20,21,161,25,124,0,0,7,4,0,8,1,1,0,0,30,1,1427,24,162,104,373,12,98,1,329,70,0,0,0,0,0,0,7,5,14,0,0,0,63,2,0,0,0,0,0,0,0,29,29,0,62,0,0,2,1,0,44
Arkadiusz Reca,CRO,SERI,M/D,30,2317,28,2,8,7,0,0,2,3,0,3,0,30,7,50,81,15,26,4,23,0,3,34,16,34,25,568,775,15,34,159,37,130,0,0,15,2,1,15,5,1,0,4,14,0,1432,79,135,145,280,6,97,0,402,51,0,0,0,0,0,0,0,0,12,0,0,0,57,2,0,0,0,0,0,0,0,58,58,0,23,0,0,5,1,0,63
Ronael Pierre-Gabriel,BRE,FRAN,D,29,2314,28,1,12,4,0,0,1,0,0,0,0,8,2,30,41,11,16,1,15,1,7,60,40,27,28,933,1125,11,21,120,35,144,0,0,4,2,1,4,0,0,0,0,13,0,1747,18,239,103,432,4,73,1,312,90,0,0,0,0,0,0,0,0,8,0,0,0,47,3,0,0,0,0,0,0,0,53,53,0,57,0,0,2,0,0,57
Adrien Tameze,VER,SERI,M,33,2310,28,5,16,6,0,0,1,0,0,0,0,18,3,32,15,5,12,3,12,0,8,41,25,35,29,805,1006,5,46,190,37,152,0,2,6,3,1,12,0,0,0,0,28,0,1430,20,199,146,476,5,47,0,302,73,0,0,0,0,0,0,0,0,4,0,0,0,30,2,0,0,0,0,1,0,0,41,41,0,59,1,0,2,0,1,48
Suso,SEV,LIGA,F/M,34,2231,28,6,27,2,0,0,3,4,2,2,2,48,17,8,101,28,44,5,37,3,0,20,10,25,37,939,1092,20,5,85,58,119,0,0,13,5,1,35,12,2,1,0,38,0,1535,54,454,110,745,2,159,0,335,34,0,0,0,0,13,4,27,13,15,2,1,0,20,0,0,0,0,0,0,0,0,6,6,0,71,1,0,6,1,0,69
Nathanael Mbuku,SR,FRAN,F/M,32,2229,28,4,24,3,0,0,4,1,0,1,0,39,18,14,43,7,25,2,22,2,0,33,19,26,59,430,527,4,26,105,43,161,0,0,27,12,3,12,6,1,0,1,27,0,948,59,159,140,270,5,72,0,245,23,0,0,0,0,2,0,14,11,15,0,0,0,28,2,0,0,0,0,1,0,0,5,5,0,18,4,0,3,1,1,68
Federico Chiesa,JUV,SERI,F/M,30,2227,28,2,20,3,0,1,8,8,0,8,0,60,25,12,70,20,45,17,32,5,1,47,26,30,36,558,694,15,6,104,48,137,0,0,41,19,7,19,6,1,0,1,23,0,1198,123,238,147,403,2,96,0,295,22,0,0,0,0,1,0,16,11,30,0,0,0,25,0,0,0,0,0,0,0,0,14,14,0,31,4,0,11,4,6,84
Baptiste Santamaria,SCF,BUND,M,30,2218,28,2,15,5,0,0,1,2,0,1,1,29,8,52,35,7,15,2,13,0,7,51,38,32,26,768,1003,7,56,172,19,152,0,1,10,4,1,19,4,0,0,0,28,1,1438,38,168,140,369,4,47,0,364,74,0,0,0,0,0,0,0,0,9,0,0,0,36,3,0,0,0,0,0,0,0,30,30,0,53,0,0,1,2,1,29
Franck Ribery,FIO,SERI,F/M,29,2170,28,1,22,6,0,1,2,6,0,6,0,21,9,3,18,2,35,10,29,0,2,24,11,36,73,757,849,2,6,72,64,167,0,0,17,9,2,4,0,0,0,1,84,0,1349,96,336,208,564,1,61,0,326,29,0,0,0,0,0,0,0,0,11,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,43,5,0,7,3,1,109
Tanguy Ndombele,TOT,EPL,M,33,2106,28,5,22,3,0,0,3,2,0,2,0,18,7,19,7,2,14,5,12,0,4,41,20,26,61,1003,1172,2,10,122,74,186,0,0,11,6,2,7,1,1,0,0,33,0,1616,42,249,127,576,4,39,0,301,68,0,0,0,0,0,0,0,0,5,0,0,0,24,2,0,0,0,0,0,0,0,11,11,0,21,2,0,0,1,1,99
Darko Lazovic,VER,SERI,M/D,32,2503,27,5,4,3,0,0,3,6,0,6,0,32,11,20,125,28,35,10,25,4,7,29,17,10,2,798,1040,22,17,157,20,68,0,0,20,8,2,12,3,1,0,0,16,0,1650,67,302,84,517,3,169,0,459,69,0,0,0,0,8,3,21,19,22,2,1,1,38,4,0,0,0,0,0,0,0,26,26,0,40,0,0,10,3,2,39
Pascal Gross,BHA,EPL,M,34,2481,27,7,3,3,0,0,3,8,0,4,4,32,7,23,219,67,70,5,30,32,4,45,24,19,16,1162,1424,22,22,149,9,92,0,1,16,6,3,16,1,0,0,0,17,0,1984,68,357,119,717,3,280,0,488,98,4,3,1,0,30,12,137,116,30,6,1,0,28,10,0,0,0,0,0,0,0,15,15,0,93,0,0,5,2,3,20
Ivan Cavaleiro,FUL,EPL,F/M,36,2476,27,9,12,2,0,0,3,0,0,0,0,47,17,19,122,28,43,2,28,15,1,23,14,30,28,552,724,14,48,123,53,152,0,0,28,12,3,19,5,0,0,0,50,0,1345,78,247,232,404,0,137,0,467,19,2,1,1,0,11,1,42,41,19,1,0,0,43,3,0,0,0,0,0,0,0,14,14,0,25,0,0,9,7,2,98
Eduardo Exposito,EIB,LIGA,M,31,2459,27,4,8,4,0,0,0,3,0,3,0,43,9,22,84,24,43,4,24,16,4,51,30,29,27,825,1065,5,35,206,41,152,0,0,15,4,0,28,5,0,0,0,34,0,1548,47,334,157,601,6,119,0,407,86,2,0,1,1,12,4,35,35,20,0,0,0,33,5,0,0,0,0,0,0,0,11,11,0,74,1,0,0,2,0,56
Robert Sanchez,BHA,EPL,G,27,2430,27,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,4,698,984,0,13,242,0,15,1,1,0,0,0,0,0,0,0,0,0,0,1226,2,29,3,107,0,5,0,298,107,0,0,0,0,0,0,0,0,0,0,0,0,27,10,66,40,25,7,1,3,0,14,14,3,187,0,0,0,0,0,0
Remi Oudin,GIR,FRAN,F/M,38,2430,27,11,22,2,0,0,4,4,0,3,1,55,17,51,133,26,39,10,30,5,2,34,16,23,34,667,919,14,49,150,14,130,1,0,36,9,3,19,8,1,0,0,32,0,1488,76,175,133,365,5,140,0,471,30,0,0,0,0,11,5,40,31,28,1,1,1,39,1,0,0,0,0,0,0,0,35,35,0,26,1,0,4,3,1,31
Erling Haaland,BVB,BUND,F,28,2410,27,1,4,2,0,0,27,6,1,6,0,93,50,4,6,1,27,5,21,0,4,7,2,21,22,331,455,1,37,55,30,96,0,0,85,47,26,8,3,1,1,0,11,0,781,189,157,84,234,0,36,0,216,12,4,2,1,1,0,0,0,0,15,0,0,0,33,8,0,0,0,0,0,0,0,16,16,0,3,0,0,15,19,22,47
Romain Saiss,WOL,EPL,D,27,2408,27,0,1,2,0,0,3,0,0,0,0,28,11,52,17,4,5,1,5,0,13,35,24,29,11,1158,1428,4,71,142,9,126,1,0,23,11,3,5,0,0,0,0,2,0,1824,37,150,110,460,4,30,3,315,201,0,0,0,0,0,0,0,0,6,2,0,0,40,7,0,0,0,0,2,0,0,111,111,0,107,0,0,1,4,0,15
